#Position (bp)	mapping quality
1527195.5	59.99962134428817
1538721.5	59.99895050973159
1550247.5	59.997862343239774
1558223.5	56.220095291069576
1563986.5	59.8975379773658
1573299.5	59.99847315552947
1584825.5	59.99905165585404
1596351.5	59.99916351565078
1607877.5	59.99900496532667
1619403.5	59.99899994705602
1630929.5	59.99952334776696
1642455.5	59.99828077273535
1653981.5	59.998551625295356
1665507.5	59.996165537149054
1677033.5	59.998490899198224
1688559.5	59.99897221702779
1694522.5	59.600218474772994
1700285.5	59.89950979278895
1711611.5	59.99688451659326
1723137.5	59.99790810192126
1734663.5	59.998887155085185
1746189.5	59.999333178752046
1757715.5	59.999528760345186
1769241.5	59.99853046321495
1780767.5	59.99943265332281
1792293.5	59.99918366925656
1803819.5	59.99857690170331
1815345.5	59.99891227554029
1824447.0	59.980629201008846
1830210.0	59.89423883338312
1838397.5	59.99899829041564
1849923.5	59.99935190613244
1861449.5	59.99856124985072
1872975.5	59.999615137203584
1884501.5	59.99758340361882
1896027.5	59.99720093999409
1907553.5	59.99943718887097
1919079.5	59.99899894054541
1930605.5	59.999216485152395
1942131.5	59.99906685028037
1953657.5	59.99770238050973
1959906.5	59.967621850922
1965669.5	59.96099076965535
1976709.5	59.99942759599123
1988235.5	59.9990535880954
1999761.5	59.998476153263816
2011287.5	59.99844939688979
2022813.5	59.99880481327386
2034339.5	59.99938253240302
2045865.5	59.998893852371836
2057391.5	59.999303577592556
2068917.5	59.99880548833215
2080443.5	59.99796772973993
2087848.5	59.968614258875895
2093611.5	59.989222408903835
2103495.5	59.998448122755406
2115021.5	59.99885047104986
2126547.5	59.998888242120984
2138073.5	59.998685466402236
2149599.5	59.998039133960305
2161125.5	59.998782902125484
2172651.5	59.998875772906125
2184177.5	59.99735026099469
2195703.5	59.998224588602426
2201671.5	58.10873367980733
2207434.5	59.98946867345427
2218755.5	59.99956929658955
2230281.5	59.99877969541626
2241807.5	59.999302980666805
2253333.5	59.99856337870343
2264859.5	59.86877292297879
2276385.5	59.998529271493815
2287911.5	59.99929088351974
2299437.5	59.99931595510955
2309404.0	59.319331698790265
2315167.0	59.83859553207635
2322489.5	59.99809665428905
2334015.5	59.99885338259127
2345541.5	59.999200356818555
2357067.5	59.998783904102154
2368593.5	59.99857735500437
2380119.5	59.99924362169448
2391645.5	59.99663385432777
2403171.5	59.99887110859431
2414476.5	59.948997347767516
2420239.5	59.96264274722605
2426223.5	59.99871849847452
2437749.5	59.998297289737
2449275.5	59.996752028299426
2460801.5	59.99963320740121
2472327.5	59.99919425103485
2483853.5	59.99862565528872
2495379.5	59.99954634246715
2506905.5	59.9991147570008
2514128.5	59.95916157367601
2519891.5	59.942235509833615
2529957.5	59.99916756436943
2541483.5	59.99922909113979
2553009.5	59.998658595885246
2564535.5	59.99898014108049
2576061.5	59.99916641543354
2587587.5	59.99907829185291
2598605.0	59.99254741742134
2604368.0	59.72208821421713
2610639.5	59.9965663045714
2622165.5	59.99824535836362
2633691.5	59.99878337031632
2645217.5	59.996873317236705
2656743.5	59.96573539535352
2668269.5	59.997296920091664
2679795.5	59.99861446736614
2687991.0	59.9342921848735
2693754.0	59.562944322516714
2702847.5	59.99932898358806
2714373.5	59.99912699463538
2725899.5	59.99810221865746
2737425.5	59.997435480498964
2748951.5	59.998599578539825
2760477.5	59.99821067689099
2769856.0	59.97985748800041
2775619.0	59.987586583359764
2783529.5	59.99794114535228
2795055.5	59.998369076907416
2806581.5	59.99930269761792
2818107.5	59.998574250551705
2829633.5	59.99942005576057
2841159.5	59.99893528183716
2847329.0	59.74414339308045
2853092.0	59.9877952167
2864211.5	59.99952448442885
2875737.5	59.99943741737068
2887263.5	59.99832382858182
2898789.5	59.9984070091597
2909231.5	59.99621257338209
2914994.5	59.98911832013243
2921841.5	59.99922407814826
2933367.5	59.99815789003608
2944893.5	59.99898269502584
2956419.5	59.99942248450207
2967945.5	59.9990691710011
2976583.0	59.9809396622316
2982346.0	59.98188248135883
2990997.5	59.99947148548277
3002523.5	59.99913317820212
3014049.5	59.9987111055788
3025575.5	59.9975136856977
3037101.5	59.99679365142983
3043289.0	44.61475367672847
3049052.0	59.99246275854739
3060153.5	59.999514565879124
3071679.5	59.99882199846426
3083205.5	59.99955927235867
3094731.5	59.998847452309334
3104199.0	59.91380844817192
3109962.0	57.15658706799883
3117783.5	59.99883216169718
3129309.5	59.99923015145107
3140835.5	59.999544121621426
3152361.5	59.99826909512397
3163887.5	59.998828184382546
3170696.5	59.83876034253693
3176459.5	59.985501573161336
3186939.5	59.99885636772861
3198465.5	59.999349531378655
3209991.5	59.99771926410524
3221517.5	59.99808005511371
3228492.5	59.49514958331733
3234255.5	59.98304206196927
3244569.5	59.99767592771497
3256095.5	59.87531317562475
3267621.5	59.99852986446687
3279147.5	59.9987881072929
3285591.0	59.949399151339826
3291354.0	59.88843913303024
3302199.5	59.99805695871568
3313725.5	59.99854944075761
3325251.5	59.99789866851996
3336130.0	59.96661448030937
3341893.0	59.91512650572737
3348303.5	59.99869868607129
3359829.5	59.99764399819824
3371355.5	59.99881176655783
3382881.5	59.99913648059173
3392397.0	59.97817270362675
3398160.0	58.92732929975373
3405933.5	59.99889795881497
3417459.5	59.99692625689365
3428985.5	59.99826417374464
3440511.5	59.997743835226515
3448256.5	59.871088699085995
3454019.5	59.99760253446357
3463563.5	59.998964345270444
3475089.5	59.998646451216075
3486615.5	59.998939385146926
3496129.0	59.967551389337835
3501892.0	59.965701767432634
3509667.5	59.99824382801588
3521193.5	59.99860200434201
3532719.5	59.99950452004022
3543594.5	59.98717880474896
3549357.5	59.96774908294148
3555771.5	59.999279036793155
3567297.5	59.997354819195756
3578823.5	59.96840328543759
3590096.0	59.88455839451549
3595859.0	57.68858152720846
3601875.5	59.9915689755359
3613401.5	59.99898625453306
3624927.5	59.99876715381653
3636440.0	59.98549866079784
3642203.0	47.34510869565217
3647979.5	57.678702997254824
3659505.5	59.99897337209021
3671031.5	59.99806757220494
3682402.0	59.97888117226257
3688165.0	58.98890041961828
3694083.5	59.9972935718351
3705609.5	59.99904563036887
3717135.5	59.99819818323729
3726126.5	59.857975614275546
3731889.5	59.98458694628624
3740187.5	59.99844049479336
3751713.5	59.99836050059262
3763239.5	59.99862314801538
3769766.0	59.90761881126691
3775529.0	59.986736759254406
3786291.5	59.99887570678224
3797817.5	59.908974393179186
3807511.5	59.97876500272447
3813274.5	59.97075828156542
3820869.5	59.99797383591061
3832395.5	59.998110377974044
3843921.5	59.998721151984
3850665.5	59.988712193814465
3856428.5	59.966449598468074
3866973.5	59.99945200255961
3878499.5	59.99921905829079
3885752.0	59.903540048664325
3891515.0	59.978286212942905
3901551.5	59.99920092266796
3913077.5	59.999393353172934
3920656.5	59.969023756113955
3926419.5	59.969158444289576
3936129.5	59.99870639906056
3947655.5	59.99838133356408
3955030.5	59.954498384638356
3960793.5	59.9624209466142
3970707.5	59.99957037798313
3982233.5	59.99651832151274
3989078.5	59.964413347505506
3994841.5	58.97844768574267
4005285.5	59.999354726042796
4016811.5	57.119311046232156
4023046.5	59.78857186408736
4028809.5	59.9864604685992
4039863.5	59.99791329291195
4050983.0	59.850483922345795
4056746.0	59.94929175330982
4062915.5	59.99819762575379
4074441.5	59.998773010117795
4084085.0	59.98547363789341
4089848.0	59.95617414255245
4097493.5	59.99877045652949
4109019.5	59.997874558010345
4116817.5	59.925984103382184
4122580.5	59.969947291968055
4132071.5	59.999227015797864
4143328.0	59.98834908802447
4149091.0	59.22767972855157
4155123.5	59.99921925260613
4166649.5	59.997657191803334
4175419.5	59.964427034246796
4181182.5	59.86832880035704
4189701.5	59.99886181409537
4201227.5	59.99872042963893
4207274.0	59.60239461726309
4213037.0	59.94492574774714
4224279.5	59.999542294382906
4232153.0	59.9869362395508
4237916.0	59.98160720039247
4247331.5	59.98769414852861
4256837.0	59.96452772941468
4262600.0	59.87406793703397
4270383.5	59.99816070906709
4280352.5	59.989435267989414
4286115.5	59.68255328245131
4293435.5	59.99938755543261
4303591.5	59.97478490793972
4309354.5	59.86924798455868
4316487.5	59.999286883408836
4324901.5	59.3947234517511
4330664.5	59.96126517885668
4339539.5	59.99940895771248
4345655.5	59.81191112006852
4351418.5	59.86263943859127
4360251.0	59.936537575714176
4366014.0	59.98928788678917
4374117.5	59.99687404357505
4380164.5	59.646532931956195
4385927.5	58.574806077634626
4393174.5	59.894163424124514
4398937.5	59.99036349759679
4405499.5	59.958118548405466
4411262.5	59.92480703553146
4417731.0	59.959148618711644
4423494.0	59.965213802651895
4429935.5	59.91875567860447
4435698.5	59.597707502572675
4442113.0	59.98719261177841
4447876.0	59.96737950499349
4453856.0	59.981599307778495
4459619.0	59.927693489832045
4464860.0	59.978233173868354
4470623.0	59.910654872855844
4475257.5	59.9887463415177
4481020.5	59.916122702701465
4485226.5	59.95014936969084
4490887.5	59.95749218887176
4495038.5	59.9176964327349
4498921.5	59.988460173751655
4504684.5	59.922517180593154
4508036.5	59.941755877549966
4512601.5	59.44104179927463
4516994.5	59.93826387106135
4519985.0	59.97884389836222
4524315.0	59.905711329181365
4528285.5	59.95446601917613
4530581.0	59.7048828519491
4533625.0	59.67634942637285
4537940.0	59.959689338733966
4540659.0	56.90949177478148
4542775.0	59.8327881696955
4545914.0	59.90223020313928
4549066.5	59.9612474113323
4551690.5	59.98374778869249
4553233.0	59.98988438132226
4555163.5	59.818310540438944
4558066.5	59.820244421947
4560787.5	59.90656219352896
4563185.0	59.848833177867114
4564358.0	58.552247692765704
4565409.0	59.95743910298454
4567375.0	59.8825974901036
4569248.0	59.60439400505831
4571040.5	59.820176003829374
4572787.5	59.7835133524277
4574486.5	59.19286926033054
4575578.5	59.316257472865516
4576332.5	59.069472101551156
4577530.0	57.56721951219512
4578889.0	59.77663123985986
4580197.5	59.507257641504935
4581439.5	59.56006083950563
4582648.0	59.7477726233723
4583818.0	59.77881479071486
4584946.5	59.5896772407039
4586067.0	59.81814858092587
4586987.0	59.920466850742166
4587502.5	59.98095264322235
4588080.5	59.686897595315635
4588891.0	58.29043005477884
4589653.0	59.40445676302138
4590381.5	59.633503908262014
4591064.0	57.33824425305023
4591723.0	57.682479588122106
4592352.5	59.652581436962805
4592940.5	59.346736477709214
4593511.5	53.66934082965798
4594076.0	59.21762313516756
4594628.5	56.310713936191036
4595165.0	59.35958560697873
4595673.5	55.37728128495307
4596145.0	58.95534727374589
4596582.0	56.747434387617766
4596960.5	58.815182550972025
4597299.0	58.11289649415693
4597634.5	57.586412395709175
4597965.5	46.275841584158414
4598280.0	59.47915689296964
4598575.0	58.47470714112379
4598797.0	59.09235044132069
4598940.0	56.20933625091174
4599146.0	40.760210270926
4599424.5	57.61666420409772
4599700.5	58.09582677165354
4599974.5	58.71770796144234
4600238.5	57.77585761234814
4600494.5	60.0
4600746.5	60.0
4600993.0	60.0
4601237.0	37.54207896919546
4601477.0	39.62437052743175
4601713.0	60.0
4601947.0	60.0
4602175.0	44.1471778231783
4602396.0	55.652374131743905
4602614.5	47.05661957090528
4602829.5	44.67829626399186
4603039.5	36.74731063546634
4603246.5	57.283760236975084
4603452.0	56.59578575946207
4603657.0	56.7996431934189
4603859.5	47.27939002847976
4604059.5	42.12373737373738
4604259.0	57.89825669786141
4604455.0	50.65871428571428
4604647.5	56.69701840392188
4604839.0	47.28238141152894
4605027.5	55.863850099743516
4605206.0	44.14463397299218
4605376.0	39.01016722408027
4605543.5	56.52475878390679
4605706.0	40.95341328413284
4605863.0	34.88089307549477
4606018.0	52.116915028535196
4606172.5	55.59260318368125
4606326.5	33.79693943998264
4606480.0	27.333065488147852
4606633.0	30.163149229157312
4606785.0	38.24174267245196
4606933.5	22.09825512451296
4607077.5	53.453643811987924
4607219.5	56.56339107772497
4607361.0	35.958658346333856
4607497.5	52.593360995850624
4607626.5	37.57843137254902
4607749.5	42.35590894413949
4607869.0	42.92131496841945
4607988.0	22.544700214132764
4608107.0	19.33194848358953
4608225.0	19.712486505937388
4608340.0	14.354779411764707
4608452.5	38.29955947136564
4608561.0	0.0
4608663.5	1.0
4608763.5	4.0
4608861.0	10.259803921568627
4608953.5	0.0
4609042.5	0.0
4609130.5	0.0
4609218.0	6.246913580246914
4609304.5	0.0
4609390.0	24.124172185430464
4609475.0	0.0
4609560.0	0.0
4609645.0	0.0
4609729.0	0.0
4609811.0	0.0
4609891.0	0.0
4609969.5	13.974358974358974
4610047.5	18.779479698516898
4610125.5	0.0
4610203.5	0.0
4610281.5	0.0
4610359.5	0.0
