#Position (bp)	mapping quality
5763.5	59.335395862315615
17289.5	59.99844252663712
28815.5	59.998627529777146
40341.5	59.99810357791633
51867.5	59.99808445990576
63393.5	59.99927151908857
74919.5	59.99818203657353
86445.5	59.99927207876108
97971.5	59.99909347712931
109497.5	59.99867551844726
121023.5	59.99899365750099
132549.5	59.805824916408994
144075.5	59.9983708429876
155601.5	59.997623460406686
167127.5	59.99937883088344
178653.5	59.99949542405683
190179.5	59.99870095191357
201705.5	59.99939962144552
213231.5	59.99909258490633
224757.5	59.99875338092151
236283.5	59.99894637322972
247809.5	59.98729608493696
259335.5	59.99897266707369
266855.5	59.91249780257466
272618.5	59.974352170904254
282387.5	59.99902618259914
293913.5	59.9988979351503
305439.5	59.99838060996507
316965.5	59.98713641421221
328491.5	59.99896576547272
340017.5	59.998996809747126
351543.5	59.998770020294664
363069.5	59.99910484709862
374595.5	59.99949099862888
386121.5	59.997778226834576
397647.5	59.99899805428606
409173.5	59.99894726024479
420699.5	59.99826256760531
432225.5	59.998682953373084
443751.5	59.998683623292244
455277.5	59.9986125385406
466803.5	59.998653908712576
478329.5	59.998760789568465
486243.0	59.98054564127272
492006.0	59.71095537729772
501381.5	59.998819426063044
512907.5	59.99937421925556
524433.5	59.99898494635641
535959.5	59.9988543096354
547485.5	59.99903522190432
559011.5	59.9990690340021
570537.5	59.99815308086633
582063.5	59.99763705033262
593589.5	59.99766247062061
605115.5	59.998838729229895
616641.5	59.998951513645906
628167.5	59.999017593803416
639693.5	59.999581101702525
651219.5	59.9981431110144
662745.5	59.999108416120414
674271.5	59.99851306816694
685797.5	59.99964118032102
694797.5	59.990396836097254
700560.5	59.95595141540714
708849.5	59.99842583936494
720375.5	59.99968525235608
731901.5	59.998683193913166
743427.5	59.999243236425556
754953.5	59.99778012795158
766479.5	59.99896402632186
778005.5	59.99618506571858
789531.5	59.999272242100794
801057.5	59.9986635869771
812583.5	59.99961612325003
824109.5	59.99882709593584
835635.5	59.99892797798781
847161.5	59.997714264806845
858687.5	59.99926488192932
870213.5	59.99906614922254
879868.5	59.98390964735169
885631.5	59.70387334969379
893265.5	59.99944636593059
904791.5	59.99861803099223
916317.5	59.99554440553288
927843.5	59.99820772470652
939369.5	59.99857032444104
950895.5	59.99924603880387
962421.5	59.99864464939472
973947.5	59.95789280136971
985473.5	59.99918897978001
996999.5	59.99539156577951
1008525.5	59.99841559058861
1020051.5	59.99814139732847
1031577.5	59.99750547886682
1043103.5	59.998597124983014
1054629.5	59.99863734517761
1061226.0	59.92276004119464
1066989.0	59.88237652736059
1077681.5	59.99813930147686
1089207.5	59.999328051646984
1100733.5	59.999315976680066
1112259.5	59.99888186808263
1123785.5	59.997865534716716
1135311.5	59.999139028398176
1146837.5	59.999044566969886
1158363.5	59.99933628388508
1169889.5	59.9991703211477
1181415.5	59.99957823544959
1192941.5	59.999574027843174
1204467.5	59.999485500492796
1215993.5	59.99939072011344
1227519.5	59.99826343148492
1235754.0	57.95781524546993
1241517.0	59.99088559704594
1250571.5	59.9990106998989
1262097.5	59.99962302107483
1273623.5	59.9987668796864
1285149.5	59.999069464476804
1296675.5	59.998796586104795
1308201.5	59.99859825545484
1319727.5	59.99892183651672
1331253.5	59.99937554607195
1342779.5	59.998703629836456
1354305.5	59.99899034826077
1365831.5	59.99839953424127
1377357.5	59.9992664506417
1388883.5	59.85921340749765
1400409.5	58.29630564543198
1409286.5	59.77820963464909
1415049.5	59.980811959595314
1423461.5	59.9994818954265
1434987.5	59.997289058640675
1446513.5	59.99928310380209
1458039.5	59.99565210152507
1469565.5	59.99893080879156
1481091.5	59.99895611399799
1492617.5	59.99959927931927
1504143.5	59.99896103023822
1515669.5	59.9599916428641
