#Position (bp)	insert size
3688165.0	243.92105263157896
3694083.5	261.18369388520694
3705609.5	257.71364463311096
3717135.5	261.6027866336049
3726126.5	254.67992384176011
3731889.5	258.1795154185022
3740187.5	260.2850076103501
3751713.5	260.8019903036489
3763239.5	265.78798444414645
3769766.0	241.75606276747504
3775529.0	254.38721384701284
3786291.5	260.1998825084447
3797817.5	256.9215133531157
3807511.5	262.9499594813614
3813274.5	238.2140992167102
3820869.5	262.385844033824
3832395.5	261.58549464202514
3843921.5	256.0631021848283
3850665.5	250.64822134387353
3856428.5	257.55336931917117
3866973.5	260.94772507260404
3878499.5	262.7463430851064
3885752.0	257.0988219895288
3891515.0	260.7530303030303
3901551.5	259.6487782941088
3913077.5	261.4554022674498
3920656.5	253.11431411530816
3926419.5	258.8962049335863
3936129.5	261.35590933621154
3947655.5	259.60754559376306
3955030.5	260.5483870967742
3960793.5	255.94542372881355
3970707.5	261.05066316166807
3982233.5	256.5207780725022
3989078.5	251.7155844155844
3994841.5	245.76137719447757
4005285.5	242.64025540560152
4016811.5	236.5982992216777
4023046.5	217.68577981651376
4028809.5	266.0699969164354
4039863.5	261.89493407356
4050983.0	255.6007570295602
4056746.0	241.32504145936983
4062915.5	256.14017216642753
4074441.5	259.8897213459516
4084085.0	243.00514089870526
4089848.0	268.37528957528957
4097493.5	261.0586585650853
4109019.5	261.6272065004203
4116817.5	255.5877783531849
4122580.5	258.01421107628005
4132071.5	263.58461937491893
4143328.0	265.0531987450552
4149091.0	267.39622641509436
4155123.5	261.7873145184754
4166649.5	255.35469490108665
4175419.5	255.17826525466464
4181182.5	254.39193847785734
4189701.5	261.55811504541265
4201227.5	259.98694005485174
4207274.0	212.94392523364485
4213037.0	249.3705553923009
4224279.5	257.6936745789683
4232153.0	250.86189345096707
4237916.0	259.79841986455983
4247331.5	266.71204607262837
4256837.0	248.45406278855032
4262600.0	254.64225248435775
4270383.5	256.9709418837675
4280352.5	254.18437324339516
4286115.5	256.4727722772277
4293435.5	255.75634226745018
4303591.5	253.05002919992214
4309354.5	252.76757369614512
4316487.5	257.1553989106056
4324901.5	256.8148749594024
4330664.5	255.6348240275205
4339539.5	257.3762706941621
4345655.5	234.956678700361
4351418.5	258.2463653603034
4360251.0	254.14731237322516
4366014.0	269.994383775351
4374117.5	259.8015346023314
4380164.5	182.3409090909091
4385927.5	256.77907938257994
4393174.5	257.0105596620908
4398937.5	255.58567591763654
4405499.5	246.32196531791908
4411262.5	264.54514383366563
4417731.0	251.61894681132574
4423494.0	257.26185402237616
4429935.5	263.8713029576339
4435698.5	243.63118952760388
4442113.0	252.43178021162058
4447876.0	260.0026936026936
4453856.0	258.4516129032258
4459619.0	251.15208156329652
4464860.0	249.9004893964111
4470623.0	244.44051767048282
4475257.5	254.46494762288478
4481020.5	257.4277031349968
4485226.5	250.11544544016868
4490887.5	250.89941237469753
4495038.5	235.8909090909091
4498921.5	259.9051162790698
4504684.5	253.94630350194552
4508036.5	234.67668670674684
4512601.5	261.5393648251935
4516994.5	256.16896680343154
4519985.0	231.4339869281046
4524315.0	208.7433184855234
4528285.5	264.1515151515151
4530581.0	236.16009019165728
4533625.0	251.67241379310346
4537940.0	252.45689948892675
4540659.0	257.5097192224622
4542775.0	252.38987043580684
4545914.0	257.6881443298969
4549066.5	257.5729907053034
4551690.5	251.31933438985737
4553233.0	226.14666666666668
4555163.5	238.48589117752113
4558066.5	233.59931972789116
4560787.5	247.67949488875527
4563185.0	248.67038777908343
4564358.0	107.5
4565409.0	245.33361486486487
4567375.0	258.2908163265306
4569248.0	239.447265625
4571040.5	231.57374100719426
4572787.5	237.02060239614823
4574486.5	218.94243268337976
4575578.5	235.1661807580175
4576332.5	207.52532833020638
4577530.0	205.06974552309143
4578889.0	246.8837625178827
4580197.5	229.31736526946108
4581439.5	236.13507159649498
4582648.0	242.7247596153846
4583818.0	234.48293089092422
4584946.5	233.30427371240717
4586067.0	239.20445344129556
4586987.0	250.77817531305902
4587502.5	148.61748633879782
4588080.5	216.82106782106783
4588891.0	197.25265017667846
4589653.0	203.92676431424766
4590381.5	209.05365474339035
4591064.0	205.26899383983573
4591723.0	205.82051282051282
4592352.5	198.93171188026193
4592940.5	203.66415094339624
4593511.5	206.91886195995784
4594076.0	206.05479452054794
4594628.5	203.50191570881225
4595165.0	216.66228070175438
4595673.5	185.44416243654823
4596145.0	192.4327485380117
4596582.0	227.41666666666666
4596960.5	150.21818181818182
4597299.0	174.5897435897436
4597634.5	177.46153846153845
4597965.5	176.21518987341773
4598280.0	164.4
4598575.0	165.01818181818183
4598797.0	153.1304347826087
4598940.0	109.0
4599146.0	161.67073170731706
4599424.5	160.95555555555555
4599700.5	161.25
4599974.5	163.38805970149255
4600238.5	143.87900355871886
4600494.5	256.0
4600746.5	248.0
4600993.0	245.0
4601237.0	129.85
4601477.0	147.8095238095238
4601713.0	235.0
4601947.0	233.0
4602175.0	147.10714285714286
4602396.0	152.14814814814815
4602614.5	150.0
4602829.5	143.23076923076923
4603039.5	139.12
4603246.5	144.3673469387755
4603452.0	129.65714285714284
4603657.0	142.51351351351352
4603859.5	132.1818181818182
4604059.5	150.13888888888889
4604259.0	144.49180327868854
4604455.0	140.47058823529412
4604647.5	138.5
4604839.0	132.01438848920864
4605027.5	135.13888888888889
4605206.0	138.5625
4605376.0	140.16666666666666
4605543.5	124.52173913043478
4605706.0	124.76470588235294
4605863.0	129.33333333333334
4606018.0	139.78571428571428
4606172.5	128.15384615384616
4606326.5	127.11764705882354
4606480.0	119.16666666666667
4606633.0	122.1
4606785.0	122.5
4606933.5	116.73333333333333
4607077.5	116.6
4607219.5	126.33333333333333
4607361.0	107.5
4607497.5	128.0
4607626.5	106.33333333333333
4607749.5	113.28571428571429
4607869.0	111.93333333333334
4607988.0	117.89473684210526
4608107.0	116.91666666666667
4608225.0	113.66666666666667
4608340.0	105.6
4608452.5	105.76923076923077
4608561.0	0.0
4608663.5	90.0
4608763.5	0.0
4608861.0	0.0
4608953.5	0.0
4609042.5	0.0
4609130.5	0.0
4609218.0	87.0
4609304.5	0.0
4609390.0	0.0
4609475.0	0.0
4609560.0	0.0
4609645.0	0.0
4609729.0	0.0
4609811.0	0.0
4609891.0	0.0
4609969.5	0.0
4610047.5	0.0
4610125.5	0.0
4610203.5	0.0
4610281.5	0.0
4610359.5	0.0
