#Position (bp)	mapping quality
4322863.0	59.20297951582868
4334468.0	59.9979798898949
4346073.0	59.99870246692326
4357678.0	59.99894005609549
4369283.0	59.999659137551724
4380888.0	59.99864895050475
4392493.0	59.9905461183733
4404098.0	59.9993922523221
4415703.0	59.99641995882953
4427308.0	59.99874044539568
4438913.0	59.99910889236311
4450518.0	59.99784806359651
4462123.0	59.99950000949056
4473728.0	59.99893772737778
4485333.0	59.99878941833519
4496938.0	51.77804715594321
4508543.0	50.23201837911738
4520148.0	59.997450838925865
4531753.0	59.999328715527284
4543358.0	59.83876003039068
4554963.0	59.99792698795552
4566568.0	59.99889031891133
4578173.0	59.999141068195236
4589778.0	59.99909481740534
4601383.0	59.999317250796544
4612988.0	59.998521745577634
4624593.0	59.998868585175686
4636024.0	59.7578950726725
