#Position (bp)	mapping quality
5803.0	59.99747082758542
17408.0	48.363281023002884
29013.0	59.997950928138955
40618.0	59.998757592072025
52223.0	59.999660305500214
63828.0	59.991766559587646
75433.0	59.999014971880186
87038.0	59.99950301529936
98643.0	59.99920932750263
110248.0	59.99872540613195
121853.0	59.99607887984188
133458.0	59.99928818537303
145063.0	59.99740954306157
156668.0	59.99943526382121
168273.0	59.64213294873371
179878.0	59.998032797123095
191483.0	59.99896029750084
203088.0	59.998085134711275
214693.0	59.998481620337245
226298.0	36.50590203550516
237903.0	59.99414385153701
249508.0	59.999105472520334
261113.0	53.9969901024397
272718.0	48.45409994873923
284323.0	55.990742584742414
295928.0	55.88253076223686
307533.0	59.99793432393339
319138.0	52.31013539578813
330743.0	59.99965376304487
342348.0	59.99739008287367
353953.0	59.53193317294032
365558.0	59.81808744904181
377163.0	49.87671171941492
388768.0	52.2561097641489
400373.0	59.99623180866381
411978.0	59.99825882712835
423583.0	59.999232587106285
435188.0	59.999270126638095
446793.0	59.9992252816424
458398.0	59.99119645425276
470003.0	59.99946684591795
481608.0	59.99948054276152
493213.0	59.997701091042074
504818.0	59.996919567902495
516423.0	59.99899803657926
528028.0	57.08313515777373
539633.0	59.99790891675603
551238.0	59.99823347707874
562843.0	52.57805082865031
574448.0	49.84556233410439
586053.0	59.37130481229865
597658.0	59.987273989241714
609263.0	52.22244560087375
620868.0	59.9990643744997
632473.0	59.9984247067247
644078.0	59.999504854281525
655683.0	59.998999919437956
667288.0	59.997151360585
678893.0	59.92646106431116
690498.0	50.859019499486855
702103.0	59.9972321514472
713708.0	59.99779794042072
725313.0	58.59610243775203
736918.0	57.329974212882384
748523.0	59.99933322442666
760128.0	59.9976009144606
771733.0	59.99922223818074
783338.0	59.72721063834387
794943.0	59.99366592872161
806548.0	59.987644542729946
818153.0	59.99830859560438
829758.0	59.999299081017334
841363.0	59.998147503820775
852968.0	59.999250759729634
864573.0	59.99897344704891
876178.0	59.99960619951354
887783.0	59.99859665207965
899388.0	59.99796709018954
910993.0	59.943627580603966
922598.0	59.999147149045
934203.0	59.99834971104075
945808.0	59.999077698283344
957413.0	59.999376351887214
969018.0	59.998708934709754
980623.0	59.999019939489166
992228.0	59.998074823964444
1003833.0	59.99917739751607
1015438.0	59.9971925157976
1027043.0	59.98863359584314
1038648.0	59.9977709538654
1050253.0	57.716139850156935
1061858.0	59.99913229063591
1073463.0	59.99948462526735
1085068.0	59.80780339232264
1096673.0	50.554638101265496
1108278.0	59.99819085314735
1119883.0	59.99957626171018
1131488.0	59.99874029669328
1143093.0	59.99901480398563
1154698.0	59.99956999277257
1166303.0	59.99794668100948
1177908.0	59.99897436018348
1189513.0	59.99931270390466
1201118.0	59.87635154200361
1212723.0	59.97444162057677
1224328.0	59.99910619482368
1235933.0	59.998739183095715
1247538.0	59.996507761998686
1259143.0	59.99891824708701
1270748.0	59.465383765537865
1282353.0	59.96501569076784
1293958.0	58.52945747855962
1305563.0	54.07163858025791
1317168.0	59.998568603266925
1328773.0	59.99648600460455
1340378.0	59.999663075803454
1351983.0	59.999113878536605
1363588.0	59.99863095156604
1375193.0	59.99445711994918
1386798.0	59.999047476195116
1398403.0	52.63488864797995
1410008.0	59.99149321030734
1421613.0	0.0
1433218.0	54.279496720784415
1444823.0	59.99889943417969
1456428.0	59.99885003821932
1468033.0	42.30793017708686
1479638.0	59.998833214096
1491243.0	59.99924585218703
1502848.0	59.99114549484481
1514453.0	59.981612180382164
1526058.0	57.50909664109091
1537663.0	58.96833530635882
1549268.0	59.616129278020864
1560873.0	59.999309749028036
1572478.0	56.772779717462534
1584083.0	59.99935108677515
1595688.0	59.998895507551595
1607293.0	59.999593770011764
1618898.0	59.99960651028729
1630503.0	55.086672499540576
1642108.0	59.83893253962957
1653713.0	55.4888430693199
1665318.0	59.99813228796799
1676923.0	59.999349963787566
1688528.0	59.998793554365285
1700133.0	59.99829522335523
1711738.0	59.98169828113457
1723343.0	59.99905070770709
1734948.0	59.99873097099583
1746553.0	59.99933231730912
1758158.0	59.99904225367618
1769763.0	59.9994376496672
1781368.0	59.99847585328225
1792973.0	59.99918752031199
1804578.0	59.99878632675725
1816183.0	59.998521905253014
1827788.0	59.9984447557813
1839393.0	59.99870153795615
1850998.0	59.998689426270346
1862603.0	59.99888483903506
1874208.0	59.82026450178831
1885813.0	59.99800697221922
1897418.0	59.99965502443838
1909023.0	59.990684284034764
1920628.0	59.99886668548528
1932233.0	59.99761052871229
1943838.0	59.99943259963498
1955443.0	59.99769989529257
1967048.0	59.998942780555346
1978653.0	53.87886860335208
1990258.0	59.99897228370716
2001863.0	59.99935695005699
2013468.0	59.99843113830213
2025073.0	59.99765192043466
2036678.0	59.99940945140222
2048283.0	59.998965904390474
2059888.0	59.99884407269637
2071493.0	47.43617333205364
2083098.0	59.99878031468461
2094703.0	59.99833955738239
2106308.0	52.74152431976775
2117913.0	59.999351406197945
2129518.0	59.99910097451263
2141123.0	59.99848246376224
2152728.0	59.999352152891916
2164333.0	59.87763250509216
2175938.0	44.46649129867198
2187543.0	59.999037194384435
2199148.0	59.99923047957539
2210753.0	59.998727445293405
2222358.0	59.999193708226144
2233963.0	59.95108293175631
2245568.0	59.98420677416228
2257173.0	59.99920980500292
2268778.0	59.99923763620635
2280383.0	59.99864016123487
2291988.0	53.54904505849826
2303593.0	59.179505420282624
2315198.0	59.99918358378497
2326803.0	59.99933775311148
2338408.0	59.99910243272787
2350013.0	59.99858247904727
2361618.0	59.99971027338389
2373223.0	59.99860092979874
2384828.0	59.99817864658263
2396433.0	59.99780207868228
2408038.0	59.99925587932843
2419643.0	59.99834389102803
2431248.0	59.99869998256795
2442853.0	59.99912026933293
2454458.0	59.99959157449603
2466063.0	59.99584518881758
2477668.0	59.999270678099194
2489273.0	59.99825994974499
2500878.0	59.99960786556324
2512483.0	52.32089208427692
2524088.0	59.80432337774899
2535693.0	59.999270133216555
2547298.0	59.99516714661325
2558903.0	59.99901083030904
2570508.0	59.9987751021736
2582113.0	59.998194415993886
2593718.0	59.98418559660988
2605323.0	59.999390500028696
2616928.0	59.99884802991173
2628533.0	59.99927831741274
2640138.0	59.998255661830974
2651743.0	59.99900307827276
2663348.0	59.68740614155065
2674953.0	59.99955752362994
2686558.0	59.99845032539687
2698163.0	59.99964095870112
2709768.0	59.999064685749026
2721373.0	53.01812026304057
2732978.0	39.44970577668543
2744583.0	59.98040095134422
2756188.0	59.84581322795937
2767793.0	59.96686917437717
2779398.0	59.99780888133432
2791003.0	59.99869822296015
2802608.0	59.997099283079756
2814213.0	59.98574599183472
2825818.0	59.98956788162227
2837423.0	59.99849976079519
2849028.0	59.999227893410556
2860633.0	59.99918546712455
2872238.0	59.99916348526652
2883843.0	59.99884381545534
2895448.0	59.99837827723143
2907053.0	59.99849067964372
2918658.0	59.999149912063125
2930263.0	59.999658773917815
2941868.0	59.99667417710426
2953473.0	59.99873757203391
2965078.0	59.99921837617651
2976683.0	59.998691028999744
2988288.0	59.998066481807555
2999893.0	50.77406492016445
3011498.0	59.99890141529752
3023103.0	59.99513089673641
3034708.0	59.99934169513503
3046313.0	59.99901335119619
3057918.0	59.99788151950602
3069523.0	59.99716645248278
3081128.0	59.99945716560449
3092733.0	59.99911582670203
3104338.0	59.99909213643725
3115943.0	59.99943467747854
3127548.0	53.70453385253392
3139153.0	59.99953536501434
3150758.0	59.99847324747895
3162363.0	59.99856574021283
3173968.0	59.99854139814785
3185573.0	51.58440180844464
3197178.0	59.998395620530225
3208783.0	59.99410371053801
3220388.0	59.99882619393383
3231993.0	59.99839076028195
3243598.0	59.98064045175952
3255203.0	59.997959134240006
3266808.0	59.95423667686567
3278413.0	59.99927541204219
3290018.0	59.99847774655749
3301623.0	59.998989528629544
3313228.0	59.998479034440365
3324833.0	59.99597439716597
3336438.0	59.99823543165018
3348043.0	59.99862865109741
3359648.0	59.99847515625911
3371253.0	53.775952545649226
3382858.0	59.99750904558349
3394463.0	59.892799374713334
3406068.0	59.998418843747686
3417673.0	59.994517944490504
3429278.0	35.30742569828906
3440883.0	59.99827526434391
3452488.0	59.999042249032954
3464093.0	59.99721578109975
3475698.0	56.45736866319013
3487303.0	59.99295856247716
3498908.0	59.99870467213736
3510513.0	59.99906675791701
3522118.0	59.998699133209264
3533723.0	59.99910641682081
3545328.0	59.99889997772455
3556933.0	59.99906196942646
3568538.0	59.99709578224061
3580143.0	54.5162866937765
3591748.0	59.99911021897617
3603353.0	59.99910292111313
3614958.0	53.85860666172832
3626563.0	50.86589875525106
3638168.0	59.99936167619961
3649773.0	53.99628359049205
3661378.0	57.18466199571058
3672983.0	59.68100973678363
3684588.0	59.99888682428093
3696193.0	59.998016603676064
3707798.0	59.97379605820739
3719403.0	59.99858064075881
3731008.0	59.99523667128004
3742613.0	59.99843449282476
3754218.0	59.99890024956283
3765823.0	46.09428911392354
3777428.0	59.994807125302195
3789033.0	59.99931556365472
3800638.0	59.99946277266386
3812243.0	59.99961145543109
3823848.0	59.999469179218366
3835453.0	59.99925188972655
3847058.0	59.99923411496157
3858663.0	59.99916971403824
3870268.0	59.99876297354919
3881873.0	59.99769007549697
3893478.0	59.999222339069995
3905083.0	59.999381494019936
3916688.0	59.999370348944744
3928293.0	59.99829333458881
3939898.0	40.73231116006294
3951503.0	54.68863740797044
3963108.0	59.99903975716526
3974713.0	59.99916071530209
3986318.0	59.99888988161172
3997923.0	59.998643649330276
4009528.0	59.99921196438511
4021133.0	59.99891081329664
4032738.0	43.215898150566495
4044343.0	49.54062908956688
4055948.0	59.994834964496015
4067553.0	59.99916004031807
4079158.0	59.99928371103801
4090763.0	59.588910146528015
4102368.0	59.99888926833474
4113973.0	59.99902044767462
4125578.0	59.874457307548624
4137183.0	59.99880452345553
4148788.0	59.95906306423605
4160393.0	59.997918132382125
4171998.0	29.789436009043516
4183603.0	59.999195508591505
4195208.0	59.997632898966835
4206813.0	32.54636170257376
4218418.0	56.70256368097214
4230023.0	59.99851992729264
4241628.0	59.99861189013779
4253233.0	59.99893609220918
4264838.0	59.99775031720527
4276443.0	59.984009190594065
4288048.0	59.999445291630224
4299653.0	58.381389020983036
4311258.0	59.9986367436957
